,Date,Stock,Action,Institution Name,Client Name,Exchange,Deal type,Avg Price,Quantity,Percentage Traded
404,2020-12-11,Ortel Communications Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,0.95,222204,0.0067
405,2020-12-15,Max India Ltd.,Sell,Kotak Group,KOTAK MAHINDRA (INTERNATIONAL) LIMITED,NSE,Bulk,65.97,301000,0.006999999999999999
407,2020-12-16,Indiabulls Housing Finance Ltd.,Sell,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,207.24,991464,0.0017000000000000001
411,2020-12-24,Inox Leisure Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND A/C HDFC BALANCED ADVANTAGE FUND,BSE,Bulk,278.7,1500000,0.0123
414,2020-12-30,Centum Electronics Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND A/C HDFC EQUITY SAVINGS FUND,NSE,Bulk,420.72,372882,0.028900000000000002
416,2021-01-04,Greenply Industries Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,122.6,1806000,0.0146
418,2021-01-05,Prism Johnson Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,88.0,9290000,0.018500000000000003
422,2021-01-14,M M Forgings Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND - HDFC BALANCED ADVANTAGE FUND,NSE,Bulk,448.5,289978,0.012
424,2021-01-18,GHCL Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,209.25,800000,0.0084
426,2021-02-09,SITI Networks Ltd.,Sell,HDFC Group,HDFC MF A/C HDFC GROWTH FUND,NSE,Bulk,1.05,6000000,0.0069
427,2021-02-16,Mayur Uniquoters Ltd.,Sell,Kotak Group,KOTAK FUNDS-INDIA MIDCAP FUND,NSE,Bulk,422.52,950527,0.0216
429,2021-02-22,AJR Infra and Tolling Ltd.,Sell,ICICI Group,ICICI BANK LIMITED,BSE,Bulk,0.75,19010226,0.0202
430,2021-02-23,AJR Infra and Tolling Ltd.,Sell,ICICI Group,ICICI BANK LIMITED,BSE,Bulk,0.75,23000000,0.024399999999999998
432,2021-02-25,AJR Infra and Tolling Ltd.,Sell,ICICI Group,ICICI BANK LIMITED,BSE,Bulk,0.75,24232537,0.025699999999999997
433,2021-02-25,Adani Ports & Special Economic Zone Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,666.35,271192,0.0001
434,2021-02-25,Apollo Hospitals Enterprise Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,3063.95,34093,0.0002
435,2021-02-25,Asian Paints Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2359.7,129918,0.0001
436,2021-02-25,Avenue Supermarts Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,3143.4,52921,0.0001
437,2021-02-25,Axis Bank Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,751.55,810491,0.0003
438,2021-02-25,Bajaj Auto Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,3936.05,28405,0.0001
439,2021-02-25,Bajaj Finance Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,5573.45,73341,0.0001
440,2021-02-25,Bajaj Finserv Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,10223.9,13574,0.0
441,2021-02-25,Bharat Petroleum Corporation Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,439.5,363796,0.0002
442,2021-02-25,Bharti Airtel Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,573.7,618156,0.0001
443,2021-02-25,Britannia Industries Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,3411.85,31593,0.0001
444,2021-02-25,Cipla Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,790.05,143314,0.0002
445,2021-02-25,Divi's Laboratories Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,3486.65,36016,0.0001
446,2021-02-25,Dr. Reddy's Laboratories Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,4435.8,35447,0.0002
447,2021-02-25,Eicher Motors Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2542.85,48286,0.0002
448,2021-02-25,Grasim Industries Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1252.05,126748,0.0002
449,2021-02-25,HCL Technologies Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,916.65,385248,0.0001
450,2021-02-25,HDFC Life Insurance Company Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,719.45,228351,0.0001
451,2021-02-25,Hero MotoCorp Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,3446.75,40781,0.0002
452,2021-02-25,Hindalco Industries Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,334.75,407959,0.0002
453,2021-02-25,Hindustan Unilever Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2182.2,314627,0.0001
454,2021-02-25,Housing Development Finance Corporation Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2706.65,617598,0.0003
455,2021-02-25,ICICI Bank Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,637.65,553202,0.0001
456,2021-02-25,ICICI Lombard General Insurance Company Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1487.45,70172,0.0001
457,2021-02-25,ITC Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,209.3,1033931,0.0001
458,2021-02-25,Info Edge (India) Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,4943.95,24656,0.0002
459,2021-02-25,Infosys Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1276.8,1280101,0.0003
460,2021-02-25,JSW Steel Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,410.25,356135,0.0001
461,2021-02-25,Larsen & Toubro Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1530.05,182937,0.0001
462,2021-02-25,Mahindra & Mahindra Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,851.8,267906,0.0002
463,2021-02-25,Maruti Suzuki India Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,6964.65,45242,0.0001
464,2021-02-25,NTPC Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,103.4,1243122,0.0001
465,2021-02-25,Nestle India Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,16370.4,10425,0.0
466,2021-02-25,Oil And Natural Gas Corporation Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,114.05,1068027,0.0001
467,2021-02-25,Power Grid Corporation of India Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,223.05,747900,0.0001
468,2021-02-25,Reliance Industries Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2066.2,1108468,0.0002
469,2021-02-25,SBI Life Insurance Company Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,872.95,127174,0.0001
470,2021-02-25,Shree Cements Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,27567.1,3956,0.0001
471,2021-02-25,State Bank of India,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,407.25,637151,0.0001
472,2021-02-25,Sun Pharmaceutical Industries Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,602.7,381272,0.0002
473,2021-02-25,Tata Consultancy Services Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2948.3,347657,0.0001
474,2021-02-25,Tata Motors Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,321.5,559883,0.0002
475,2021-02-25,Tata Steel Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,732.05,179741,0.0
476,2021-02-25,Tech Mahindra Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,960.2,189939,0.0002
477,2021-02-25,Titan Company Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1454.55,127789,0.0001
478,2021-02-25,UPL Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,555.15,195711,0.0003
479,2021-02-25,UltraTech Cement Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,6428.0,40806,0.0001
480,2021-02-25,Vedanta Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,205.4,570738,0.0002
481,2021-02-25,Wipro Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,422.65,467265,0.0001
482,2021-02-26,AJR Infra and Tolling Ltd.,Sell,ICICI Group,ICICI BANK LIMITED,BSE,Bulk,0.76,8283072,0.0088
484,2021-02-26,Reliance Power Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,4.11,34500000,0.0091
486,2021-03-03,Indiabulls Housing Finance Ltd.,Sell,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,240.42,372619,0.0006
487,2021-03-04,Adani Green Energy Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1166.1,128561,0.0001
488,2021-03-04,Adani Ports & Special Economic Zone Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,725.4,247279,0.0001
489,2021-03-04,Asian Paints Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2386.75,112569,0.0001
490,2021-03-04,Avenue Supermarts Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,3150.0,48820,0.0001
491,2021-03-04,Axis Bank Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,746.2,701941,0.0002
492,2021-03-04,Bajaj Finance Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,5489.55,64820,0.0001
493,2021-03-04,Bharti Airtel Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,543.2,525007,0.0001
494,2021-03-04,Dr. Reddy's Laboratories Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,4483.75,29859,0.0002
495,2021-03-04,Grasim Industries Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1307.2,116085,0.0002
496,2021-03-04,HCL Technologies Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,958.3,334801,0.0001
497,2021-03-04,HDFC Life Insurance Company Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,724.45,190952,0.0001
498,2021-03-04,Hindustan Unilever Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2181.05,277287,0.0001
499,2021-03-04,Housing Development Finance Corporation Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2630.15,543010,0.0003
500,2021-03-04,ICICI Bank Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,625.55,485422,0.0001
501,2021-03-04,ITC Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,208.7,886560,0.0001
503,2021-03-04,Indiabulls Housing Finance Ltd.,Sell,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,246.21,2554186,0.0044
504,2021-03-04,Infosys Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1339.6,1127159,0.0003
505,2021-03-04,Larsen & Toubro Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1482.7,158218,0.0001
506,2021-03-04,Mahindra & Mahindra Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,843.7,226129,0.0002
507,2021-03-04,Maruti Suzuki India Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,7068.1,38156,0.0001
508,2021-03-04,Nestle India Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,16645.35,8827,0.0
509,2021-03-04,Power Grid Corporation of India Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,226.1,686410,0.0001
510,2021-03-04,Reliance Industries Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,2190.0,978092,0.0001
511,2021-03-04,State Bank of India,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,401.0,583703,0.0001
512,2021-03-04,Sun Pharmaceutical Industries Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,620.3,356363,0.0001
513,2021-03-04,Tata Consultancy Services Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,3043.0,304955,0.0001
514,2021-03-04,Tata Motors Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,345.05,518902,0.0002
515,2021-03-04,Tech Mahindra Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,969.2,154532,0.0002
516,2021-03-04,Titan Company Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,1463.65,105393,0.0001
517,2021-03-04,UltraTech Cement Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,6452.65,37524,0.0001
518,2021-03-04,Wipro Ltd.,Sell,Vanguard Fund,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,BSE,Block,431.55,396909,0.0001
520,2021-03-12,ARVIND FASHIONS LIMITED,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,19.03,407755,0.0
550,2021-03-31,MPS Ltd.,Sell,ICICI Group,ICICI LOMBARD GENERAL INSURANCE CO LIMITED,NSE,Bulk,434.78,396256,0.0232
554,2021-04-12,Strides Pharma Science Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,850.0,700000,0.0076
555,2021-04-22,Jindal Stainless Ltd.,Sell,Kotak Group,KOTAK SPECIAL SITUATIONS FUND,NSE,Bulk,75.59,7500000,0.0091
556,2021-04-26,Fine Organic Industries Ltd.,Sell,SBI Group,SBI MUTUAL FUND,BSE,Bulk,2545.11,470000,0.015300000000000001
558,2021-04-29,Music Broadcast Ltd.,Sell,HDFC Group,HDFC STANDARD LIFE INSURANCE CO LTD,NSE,Bulk,23.1,2244453,0.006500000000000001
559,2021-05-03,Tata Metaliks Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,1254.57,180000,0.005699999999999999
568,2021-05-18,Sical Logistics Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,12.1,300000,0.0046
569,2021-05-21,Sical Logistics Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,12.03,300000,0.0046
570,2021-05-25,The Anup Engineering Ltd.,Sell,HDFC Group,"HDFC MUTUAL FUND A/C HDFC MIDCAP OPPORTUNITIES FUND, HDFC MUTUAL FUND",NSE,Bulk,682.02,171692,0.0174
572,2021-05-27,Globus Spirits Ltd.,Sell,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,342.16,600000,0.0208
575,2021-06-01,Akshar Spintex Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,8.58,177000,0.0006
578,2021-06-04,Globus Spirits Ltd.,Sell,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,354.39,200000,0.0069
580,2021-06-04,Indiabulls Housing Finance Ltd.,Sell,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,248.51,477752,0.0008
581,2021-06-07,Globus Spirits Ltd.,Sell,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,361.47,196000,0.0068000000000000005
583,2021-06-07,Indiabulls Housing Finance Ltd.,Sell,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,252.89,2930265,0.0051
584,2021-06-07,Pilani Investment and Industries Corporation Ltd.,Sell,ICICI Group,ICICI LOMBARD GENERAL INSURANCE CO LIMITED,NSE,Bulk,1690.0,63523,0.005699999999999999
588,2021-06-08,Den Networks Ltd.,Sell,ICICI Group,ICICI BANK LTD,NSE,Bulk,57.8,2458389,0.0052
593,2021-06-09,Den Networks Ltd.,Sell,ICICI Group,ICICI BANK LTD,NSE,Bulk,57.34,4223754,0.0089
597,2021-06-10,Indiabulls Housing Finance Ltd.,Sell,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,282.04,1783314,0.0031
599,2021-06-11,Globus Spirits Ltd.,Sell,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,383.22,331000,0.0115
601,2021-06-14,Globus Spirits Ltd.,Sell,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,393.23,266000,0.0092
603,2021-06-15,Globus Spirits Ltd.,Sell,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,430.18,236000,0.008199999999999999
604,2021-06-15,Jagran Prakashan Ltd.,Sell,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,NSE,Bulk,61.79,1617687,0.0074
605,2021-06-16,Globus Spirits Ltd.,Sell,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,441.7,563000,0.0195
606,2021-06-17,Globus Spirits Ltd.,Sell,Franklin India Group,TEMPLETON STRATEGIC EMERGING MARKETS FUND IV LDC,NSE,Bulk,490.16,893388,0.031
609,2021-06-22,Central Depository Services (India) Ltd.,Sell,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,936.39,1980000,0.0189
610,2021-06-28,Hindustan Media Ventures Ltd.,Sell,Kotak Group,KOTAK MAHINDRA (INTERNATIONAL) LIMITED,NSE,Bulk,81.17,3968400,0.053899999999999997
612,2021-06-28,National Aluminium Company Ltd.,Sell,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,79.32,2145986,0.0012
615,2021-06-30,Indo National Ltd.,Sell,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,1019.47,31569,0.0042
616,2021-07-05,Maris Spinners Ltd.,Sell,ICICI Group,ICICI BANK LTD,BSE,Bulk,44.28,50000,0.0063
617,2021-07-05,Saboo Brothers Ltd.,Sell,ICICI Group,ICICI BANK LTD,BSE,Bulk,8.09,80155,0.0131
618,2021-07-06,Maris Spinners Ltd.,Sell,ICICI Group,ICICI BANK LTD,BSE,Bulk,46.1,150000,0.0189
619,2021-07-14,Indo National Ltd.,Sell,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,1079.32,54107,0.0072
620,2021-07-15,Indo National Ltd.,Sell,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,1138.16,35000,0.004699999999999999
622,2021-07-19,Transport Corporation of India Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND A/C - HDFC BALANCED ADVANTAGE FUND,NSE,Bulk,402.35,1000000,0.0129
625,2021-07-20,Transport Corporation of India Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,405.4,975312,0.0126
626,2021-07-22,Indo National Ltd.,Sell,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,1036.08,20673,0.0028000000000000004
627,2021-07-23,Indo National Ltd.,Sell,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,1088.12,20000,0.0027
638,2021-08-23,RPSG Ventures Ltd.,Sell,Kotak Group,KOTAK MAHINDRA (INTERNATIONAL) LIMITED,NSE,Bulk,598.5,1283489,0.0435
641,2021-09-01,Power Mech Projects Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND A/C BALANCED ADVANTAGE FUND,NSE,Bulk,816.6,183476,0.0116
647,2021-09-22,Sadbhav Engineering Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,49.0,2200392,0.0128
649,2021-09-23,Blue Star Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,850.25,2381075,0.0124
652,2021-09-30,Banswara Syntex Ltd.,Sell,Kotak Group,KOTAK MAHINDRA (INTERNATIONAL) LIMITED,NSE,Bulk,153.2,680000,0.0199
653,2021-10-13,Sical Logistics Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,16.15,715202,0.011000000000000001
654,2021-10-19,Sical Logistics Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,19.87,922788,0.0141
655,2021-10-20,Sical Logistics Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,17.73,948888,0.014499999999999999
656,2021-10-21,Sical Logistics Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,17.11,483427,0.0074
657,2021-10-22,Sical Logistics Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,17.06,473535,0.0073
659,2021-10-27,Kirloskar Pneumatic Company Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,383.0,500000,0.0077
661,2021-10-28,Disa India Ltd.,Sell,SBI Group,SBI MUTUAL FUND,BSE,Bulk,5000.0,70000,0.0481
662,2021-10-29,Kirloskar Pneumatic Company Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,400.0,500000,0.0077
663,2021-11-08,Kirloskar Pneumatic Company Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,397.0,500000,0.0077
664,2021-11-16,Kirloskar Pneumatic Company Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,410.1,500000,0.0077
666,2021-11-23,Kirloskar Pneumatic Company Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,392.0,523324,0.008100000000000001
668,2021-11-26,Indiabulls Housing Finance Ltd.,Sell,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,246.0,681434,0.0012
670,2021-12-03,National Highways Infra Trust,Sell,ICICI Group,ICICI BANK LTD. (TRADING),NSE,Bulk,101.61,8400000,0.011399999999999999
671,2021-12-06,MT Educare Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,7.77,918033,0.0127
672,2021-12-07,MT Educare Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,7.62,362362,0.005
673,2021-12-08,MT Educare Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,7.61,603402,0.0084
674,2021-12-08,National Highways Infra Trust,Sell,ICICI Group,ICICI BANK LTD. (TRADING),NSE,Bulk,101.64,11200000,0.015300000000000001
676,2021-12-09,Dilip Buildcon Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,565.5,873460,0.006
680,2021-12-09,Kalpataru Projects International Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,381.45,1263185,0.0078000000000000005
681,2021-12-09,MT Educare Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,7.54,385774,0.0053
683,2021-12-09,Nilkamal Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,2311.0,149493,0.01
685,2021-12-09,Wheels India Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,663.0,986388,0.0404
687,2021-12-15,Sagar Cements Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,248.15,884159,0.0068000000000000005
689,2021-12-17,Apar Industries Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,750.0,673639,0.0168
691,2021-12-28,Elecon Engineering Company Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND-HDFC EQUITY SAVINGS FUND,NSE,Bulk,176.8,1857100,0.0166
692,2022-01-03,Orient Green Power Company Ltd.,Sell,Axis Group,AXIS BANK LIMITED,BSE,Bulk,20.8,6613637,0.0067
693,2022-01-05,Orient Green Power Company Ltd.,Sell,Axis Group,AXIS BANK LIMITED,BSE,Bulk,22.8,8300000,0.0085
694,2022-01-06,Orient Green Power Company Ltd.,Sell,Axis Group,AXIS BANK LIMITED,BSE,Bulk,23.77,5200000,0.0053
695,2022-01-20,Vivimed Labs Ltd.,Sell,SBI Group,SBICAP TRUSTEE COMPANY LIMITED,NSE,Bulk,21.83,600000,0.0072
696,2022-01-21,Vivimed Labs Ltd.,Sell,SBI Group,SBICAP TRUSTEE COMPANY LIMITED,NSE,Bulk,20.93,600000,0.0072
697,2022-01-25,Vivimed Labs Ltd.,Sell,SBI Group,SBICAP TRUSTEE COMPANY LIMITED,NSE,Bulk,20.14,429108,0.0052
